,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
17832,Andrzej Bek,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
17861,Jzef Beker,M,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
18856,Brunon Bendig,M,21.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,Bronze
18857,Brunon Bendig,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,
19094,Jan Janusz Benigier,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
20328,Miosz Bernatajtys,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
20329,Miosz Bernatajtys,M,30.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,
20889,Wadysaw Beszterda,M,28.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
21017,Jacek Beutler,M,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Heavyweight,
21382,Czesaw Gerwazy Biaas,M,21.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Light-Heavyweight,
21383,Czesaw Gerwazy Biaas,M,25.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Middle-Heavyweight,
21384,Czesaw Gerwazy Biaas,M,29.0,Poland,POL,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,
21385,Magdalena Beata Biaas (-Sarna),F,17.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,
21386,Magdalena Beata Biaas (-Sarna),F,17.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Individual Medley,
21387,Magorzata Biaecka,F,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,
21388,Eliza Biakowska,F,15.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
21389,Eliza Biakowska,F,19.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
21390,Dariusz Edward Biakowski,M,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
21391,Dariusz Edward Biakowski,M,26.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
21392,Dariusz Edward Biakowski,M,30.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
21393,Dariusz Edward Biakowski,M,34.0,Poland,POL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
21394,Ryszard Biaows,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
21464,Dorota Bidoach (Stachowiak-),F,31.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Pistol, 10 metres",
21465,Dorota Bidoach (Stachowiak-),F,31.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
21503,Andrzej Biegalski,M,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Heavyweight,
21530,Aleksander Bielaczyc,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
21532,Piotr Mieczysaw Bielczyk,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,
21533,Zofia Bielczyk (Filip-),F,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres Hurdles,
21534,Zofia Bielczyk (Filip-),F,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,
21537,Karol Bielecki,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
21538,Karol Bielecki,M,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
21539,Maciej Bielecki,M,21.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,
21540,Maciej Bielecki,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,
21580,Dorota Bielska,F,18.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
21581,Jacek Bielski,M,24.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,
21585,Mateusz Bieniek,M,22.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
21586,Micha Bieniek,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,
21587,Zdzisaw Julian Bieniek,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
21594,Teodor Bieregowoj (-Bieregowski),M,28.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 50 kilometres Walk,
21598,Jacek Marek Bierkowski,M,28.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Individual",
21599,Jacek Marek Bierkowski,M,28.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",
21600,Jacek Marek Bierkowski,M,32.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",
21601,Jacek Marek Bierkowski,M,32.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Team",
21614,Krzysztof Dariusz Bieryt,M,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
21615,Krzysztof Dariusz Bieryt,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
21616,Krzysztof Dariusz Bieryt,M,34.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
21617,Roman Biera,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
22050,Klemens Biniakowski,M,25.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
22051,Klemens Biniakowski,M,25.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
22052,Klemens Biniakowski,M,33.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
22057,Jerzy Janusz Bikowski,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
22123,Magorzata Birbach (-Kowalewicz),F,32.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Marathon,
22208,Leszek Leon Birkholc,M,23.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Bronze
22418,Mateusz Biskup,M,22.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
22419,Eugeniusz Zygmunt Biskupski,M,28.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,
23111,Leszek Robert Blanik,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,
23112,Leszek Robert Blanik,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Bronze
23113,Leszek Robert Blanik,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,
23114,Leszek Robert Blanik,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,
23115,Leszek Robert Blanik,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,
23116,Leszek Robert Blanik,M,31.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,
23117,Leszek Robert Blanik,M,31.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,Gold
23178,Henryk Jzef Blaszka,M,30.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed One Person Dinghy,
23180,Ryszard Zenon Blaszka,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,
23221,Tadeusz Micha Blauth,M,25.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
23261,Bernadeta Grayna  Blechacz,F,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,
23647,Wiesaw Piotr Bach,M,26.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Lightweight,
23648,Wiesaw Piotr Bach,M,30.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,
23649,Grayna Bd (-Kotwica),F,19.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,
23650,Kazimierz Franciszek Basiski,M,24.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,
23651,Genowefa Baszak (Nowaczyk-),F,31.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,
23652,Jzef Wojciech Baszczyk,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
23653,Lucjan Sylwester Baszczyk,M,21.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,
23654,Lucjan Sylwester Baszczyk,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Singles,
23655,Lucjan Sylwester Baszczyk,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,
23656,Lucjan Sylwester Baszczyk,M,29.0,Poland,POL,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Singles,
23657,Lucjan Sylwester Baszczyk,M,29.0,Poland,POL,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,
23658,Lucjan Sylwester Baszczyk,M,33.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,
23659,Andrzej Bawdzin,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
23660,Andrzej Bawdzin,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
23661,Andrzej Bawdzin,M,30.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,
23662,Ryszard Bayca,M,32.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
23663,Leszek Bayski,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,Bronze
23664,Leszek Bayski,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,Bronze
23665,Jolanta Bdowska (-Hoota),F,16.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
23666,Adrian Bocki,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
23736,Janusz Bobik,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
23861,Jan Bochenek,M,25.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Middleweight,
23862,Jan Bochenek,M,28.0,Poland,POL,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
23863,Piotr Sebastian Bochenek,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,
23864,Roman Kazimierz Wiesaw Bocheski,M,26.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
23865,Wiesaw Bocheski,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
23885,Elbieta Bocian (Wagner-),F,21.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 100 metres,
23886,Jacek Benedykt Bocian,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
23962,Joanna Bodak,F,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
24053,Maciej Bodnar,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
24054,Maciej Bodnar,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,
24055,Maciej Bodnar,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
24056,Maciej Bodnar,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
24126,Jacek Bodyk,M,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",
24156,Paulina Boenisz,F,21.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,
24157,Paulina Boenisz,F,25.0,Poland,POL,2004 Summer,2004,Summer,Athina,Modern Pentathlon,Modern Pentathlon Women's Individual,
24158,Paulina Boenisz,F,29.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,
24231,Sylwia Katarzyna Bogacka,F,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
24232,Sylwia Katarzyna Bogacka,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",
24233,Sylwia Katarzyna Bogacka,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
24234,Sylwia Katarzyna Bogacka,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
24235,Sylwia Katarzyna Bogacka,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
24236,Sylwia Katarzyna Bogacka,F,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
24237,Sylwia Katarzyna Bogacka,F,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
24312,Zygmunt Bogdziewicz,M,31.0,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",
24313,Zygmunt Bogdziewicz,M,35.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Running Target, 50 metres",
24414,Lech Felicjan Boguszewicz,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",
25233,Jerzy Boniecki,M,19.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
25234,Jerzy Boniecki,M,19.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,
25290,Bartomiej Wojciech Bonk,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,
25291,Bartomiej Wojciech Bonk,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Bronze
25292,Bartomiej Wojciech Bonk,M,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,
25941,Leszek Borkowski,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,
25942,Pawe Marek Borkowski,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
26095,Tomasz Borowski,M,26.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,
26096,Wacaw Borowski,M,46.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Paintings",
26234,Micha Boruciski,M,42.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",
26235,Micha Boruciski,M,46.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
26255,Marian Konstanty Borzemski,M,29.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
26256,Marian Konstanty Borzemski,M,29.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",
26257,Marian Konstanty Borzemski,M,29.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",
26271,Ryszard Borzuchowski,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Pairs,
26384,Ryszard Bosek,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,
26385,Ryszard Bosek,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
26386,Ryszard Bosek,M,30.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,
27741,Edward Boek,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
28202,Agnieszka Brandebura,F,19.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
28290,Anna Elbieta Brandysiewicz (-Rekosz),F,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,
28465,Jerzy Walerian Braun,M,21.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Silver
28466,Jerzy Walerian Braun,M,21.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Bronze
28467,Jerzy Walerian Braun,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,
28540,Jarosaw Brawata,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Middleweight,
28717,Magdalena Bregua,F,31.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Shot Put,
28746,Roland Brehmer,M,25.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",
28915,Klaudia Bre,F,22.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
28916,Klaudia Bre,F,22.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
28917,Magorzata Bre (-Nogala),F,28.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",
29531,Maria Brodacka (Moszczeska-),F,24.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",
29678,Zdzisaw Bromek,M,22.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Single Sculls,
29709,Monika Bronicka,F,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,
29710,Monika Bronicka,F,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,
29711,Jerzy Leon Broniec,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Pairs,
29712,Jerzy Leon Broniec,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,
29713,Jerzy Leon Broniec,M,32.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,
29716,Kajetan Tomasz Broniewski,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Single Sculls,
29717,Kajetan Tomasz Broniewski,M,29.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,Bronze
29718,Kajetan Tomasz Broniewski,M,33.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,
29719,Adam Pawe Bronikowski,M,22.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
29720,Adam Pawe Bronikowski,M,26.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,
29721,Franciszek Jan Bronikowski,M,21.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Bronze
30295,Franciszek Zachariasz  Broek,M,33.0,Poland,POL,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",
30299,Tomasz Broyna,M,25.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
30300,Tomasz Broyna,M,25.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,
30301,Tomasz Broyna,M,33.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",
30871,Lucjan Antoni Brychczy,M,26.0,Poland,POL,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
30930,Edward Bryzemejster,M,47.0,Poland,POL,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed One Person Dinghy,
30945,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,
30946,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,
30947,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,
30948,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
30949,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
30950,Gerda Elbieta Bryka (-Krajciczek),F,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
30956,Jerzy Jzef Brzczek,M,21.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
30958,Anna Brzeziska,F,21.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",
30959,Anna Brzeziska,F,25.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 1,500 metres",
30960,Marcin Mariusz Brzeziski,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,
30961,Marcin Mariusz Brzeziski,M,28.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,
30962,Marcin Mariusz Brzeziski,M,32.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
