,Index,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1415,111492,Andrzej Mieczysaw Juskowiak,M,21.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
1416,111493,Jerzy Juskowiak,M,21.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
1417,111535,Katarzyna Dorota Juszczak,F,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Half-Heavyweight,
1418,111537,Piotr Juszczak,M,24.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,
1419,111538,Piotr Juszczak,M,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
1420,111539,Zbigniew Juszczak,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
1421,111540,Zbigniew Juszczak,M,24.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,
1422,111694,Andrzej Marian Kcki,M,26.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
1423,111696,Krystyna Barbara Kacperczyk (Hryniewicka-),F,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 400 metres,
1424,111697,Krystyna Barbara Kacperczyk (Hryniewicka-),F,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,
1425,111698,Pawe Kacprowski,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,
1426,111704,Janina Kaczkowska (-Luarasi),F,,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",
1427,111705,Justyna Kaczkowska,F,18.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
1428,111706,Jerzy Kaczkowski,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,
1429,111707,Adam Stanisaw Kaczmarek,M,26.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
1430,111708,Adam Stanisaw Kaczmarek,M,30.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
1431,111709,Jerzy Mieczysaw Kaczmarek,M,24.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Gold
1432,111710,Marcin Kaczmarek,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,
1433,111711,Pawe Kaczmarek,M,20.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
1434,111712,Zbigniew Tadeusz Kaczmarek,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Lightweight,Bronze
1435,111713,Zbigniew Tadeusz Kaczmarek,M,29.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Lightweight,
1436,111714,Zbigniew Tadeusz Kaczmarek,M,33.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Lightweight,
1437,111715,Beata Kaczmarska,F,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,
1438,111716,Joanna Marika Kaczor,F,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
1439,111717,Rafa Kaczor,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,
1440,111718,Tomasz Kaczor,M,22.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
1441,111719,Tomasz Kaczor,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",
1442,111720,Tomasz Kaczor,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
1443,111721,Pawe Kaczorowski,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
1444,111722,Aleksandra Kaczyska (-Boch),F,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,
1445,111723,Aleksandra Kaczyska (-Boch),F,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,
1446,111798,ukasz Kadziewicz,M,23.0,Poland,POL,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,
1447,111799,ukasz Kadziewicz,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
1448,112065,"Roalia ""Ra"" Kajzer (-Piesiur)",F,18.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 200 metres Breaststroke,
1449,112086,Pawe Kakietek,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,
1450,112205,Grzegorz Wacaw Kaleta,M,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
1451,112206,Grzegorz Wacaw Kaleta,M,26.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
1452,112672,Ewa Urszula Kamiska-Eichler,F,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
1453,112673,Ewa Urszula Kamiska-Eichler,F,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
1454,112674,Ewa Urszula Kamiska-Eichler,F,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
1455,112683,Krzysztof Kamiski,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Middleweight,
1456,112684,Mateusz Kamiski,M,25.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
1457,112685,Zygmunt Kamiski,M,39.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",
1458,112755,Maria Barbara Kamrowska (-Nowak),F,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Heptathlon,
1459,112756,Piotr Kamrowski,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,
1460,112757,Piotr Kamrowski,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,
1461,112767,Beata Janina Kamuda (-Dudziska),F,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,
1462,112980,Paula Kania,F,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
1463,112981,Zbigniew Kania,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
1464,112982,Bogusaw Kanicki,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,
1465,113082,Piotr Kantor,M,24.0,Poland-2,POL,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
1466,113083,Roman Jzef Kantor,M,24.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Individual",
1467,113084,Roman Jzef Kantor,M,24.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",
1468,113143,Mieczysaw Kapiak,M,24.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",
1469,113144,Mieczysaw Kapiak,M,24.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Team",
1470,113279,Stefan Kapaniak,M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
1471,113280,Stefan Kapaniak,M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",
1472,113281,Stefan Kapaniak,M,27.0,Poland,POL,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
1473,113282,Stefan Kapaniak,M,27.0,Poland,POL,1960 Summer,1960,Summer,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres,
1474,113283,Stefan Kapaniak,M,31.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
1475,113461,Wadysaw Kara,M,42.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
1476,113536,Marek Karbarz,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,
1477,113537,Marek Karbarz,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
1478,113562,Marcin Karczyski,M,26.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",
1479,113677,Wojciech Jacek Karkusiewicz,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",
1480,113703,Joachim Karliczek,M,21.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
1481,113865,Alfons Karny,M,30.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
1482,113938,Marzena Karpiska,F,20.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,
1483,113985,Robert Karnicki,M,20.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",
1484,113986,Robert Karnicki,M,24.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",
1485,114056,Bronisaw Karwecki,M,24.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,
1486,114057,Rajmund Karwicki,M,29.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",
1487,114058,Rajmund Karwicki,M,41.0,Poland,POL,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",
1488,114059,Rajmund Karwicki,M,41.0,Poland,POL,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
1489,114083,Arsen Kasabijew,M,24.0,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,
1490,114317,Henryk Wojciech Kasperczak,M,30.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
1491,114318,Janusz Kasperczak,M,20.0,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,
1492,114328,Andrzej Zdzisaw Kasprzak,M,22.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
1493,114329,Andrzej Zdzisaw Kasprzak,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
1494,114334,Zdzisaw Kasprzak,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
1495,114337,Marian Krzysztof Kasprzyk,M,20.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,Bronze
1496,114338,Marian Krzysztof Kasprzyk,M,25.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,Gold
1497,114339,Marian Krzysztof Kasprzyk,M,29.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,
1498,114340,Stanisaw Kasprzyk,M,29.0,Poland,POL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
1499,114428,Kazimierz Jzef Kaszuba,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
1500,114468,Renata Katewicz,F,23.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,
1501,114469,Renata Katewicz,F,31.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Discus Throw,
1502,114630,Ryszard Katus,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Bronze
1503,114631,Ryszard Katus,M,29.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,
1504,114856,"Magorzata Helena Kawalska (-Gryczuk, -Cieliczka)",F,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxless Pairs,
1505,114942,Radosaw Kawcki,M,20.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,
1506,114943,Radosaw Kawcki,M,20.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
1507,114944,Radosaw Kawcki,M,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
1508,114945,Radosaw Kawcki,M,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
1509,114946,Radosaw Kawcki,M,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
1510,114947,Zdzisaw Szczsny Kawecki-Gozdawa,M,34.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
1511,114948,Zdzisaw Szczsny Kawecki-Gozdawa,M,34.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
1512,114949,Zygmunt Kawecki,M,25.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",
1513,114950,Zygmunt Kawecki,M,29.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",
1514,115031,Maria Jolanta Kazanecka-Grecka (-Bajka),F,20.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
1515,115085,Stanisaw Kamierczak,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
1516,115092,Jzef Ignacy Kaua,M,28.0,Poland,POL,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
1517,115093,Alfred Jzef Kauziski,M,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
1518,115094,Alfred Jzef Kauziski,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
1519,115203,Piotr Kdzia,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
1520,115265,Marian Kegel,M,23.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",
1521,115266,Marian Kegel,M,23.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,
1522,115730,Magdalena Kemnitz,F,19.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,
1523,115830,Antoni Karol Kenar,M,25.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",
1524,115831,Antoni Karol Kenar,M,25.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
1525,115832,Antoni Karol Kenar,M,41.0,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
1526,117680,Zbigniew Kicka,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,
1527,117784,Ireneusz Kiejda,M,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,
1528,117787,Urszula Kielan (-Lipiec),F,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's High Jump,Silver
1529,117788,Jan Kielas,M,36.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",
1530,117828,Krzysztof Hubert Kierkowski,M,23.0,Poland,POL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,
1531,117829,Krzysztof Hubert Kierkowski,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Skiff,
1532,117841,Roman Kierpacz,M,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",
1533,117842,Roman Kierpacz,M,27.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
1534,117843,Janusz Kazimierz Kierzkowski,M,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
1535,117844,Janusz Kazimierz Kierzkowski,M,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
1536,117845,Janusz Kazimierz Kierzkowski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",
1537,117846,Janusz Kazimierz Kierzkowski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
1538,117847,Janusz Kazimierz Kierzkowski,M,29.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",
1539,117881,Anna Katarzyna Kiebasiska,F,22.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,
1540,117882,Anna Katarzyna Kiebasiska,F,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
1541,117883,Anna Katarzyna Kiebasiska,F,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
1542,117884,Piotr Andrzej Kiepikowski,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",
1543,117885,Piotr Andrzej Kiepikowski,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",
1544,117886,Piotr Andrzej Kiepikowski,M,29.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",
1545,117887,Piotr Andrzej Kiepikowski,M,29.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",Bronze
1546,117888,Piotr Andrzej Kiepikowski,M,33.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",
1547,117889,Piotr Andrzej Kiepikowski,M,33.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Team",Silver
1548,117894,Grzegorz Kiesa,M,30.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,
1549,117895,Wiesawa Bogna Kiesznia (-Buksiska),F,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,
1550,117929,Eugeniusz Kijewski,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
1551,118051,Grzegorz Kiljanek,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
1552,118095,Gertruda Kiloswna (-Czorny),F,15.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,
1553,119649,Lucjan Kintopf,M,38.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",
1554,120170,Jarosaw Kisiel,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",
1555,120171,Walerian Kisieliski,M,29.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,
1556,120285,Emil Kiszka,M,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
1557,120286,Emil Kiszka,M,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
1558,120287,Jzef Kiszkurno,M,57.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Men's Trap,
1559,120288,Zygmunt Kiszkurno,M,35.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Men's Trap,
1560,120469,"Bartoomiej ""Bartosz"" Kizierowski",M,19.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
1561,120470,"Bartoomiej ""Bartosz"" Kizierowski",M,19.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
1562,120471,"Bartoomiej ""Bartosz"" Kizierowski",M,19.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
1563,120472,"Bartoomiej ""Bartosz"" Kizierowski",M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
1564,120473,"Bartoomiej ""Bartosz"" Kizierowski",M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
1565,120474,"Bartoomiej ""Bartosz"" Kizierowski",M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
1566,120475,"Bartoomiej ""Bartosz"" Kizierowski",M,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
1567,120476,"Bartoomiej ""Bartosz"" Kizierowski",M,31.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
1568,120675,Katarzyna Klata (-Kowalska),F,23.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,
1569,120676,Katarzyna Klata (-Kowalska),F,23.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,Bronze
1570,120918,Aleksandra Jadwiga Klejnowska-Krzywaska,F,17.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Lightweight,
1571,120919,Aleksandra Jadwiga Klejnowska-Krzywaska,F,21.0,Poland,POL,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Lightweight,
1572,120920,Aleksandra Jadwiga Klejnowska-Krzywaska,F,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Lightweight,
1573,120921,Aleksandra Jadwiga Klejnowska-Krzywaska,F,29.0,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,
1574,120969,Jerzy Klempel,M,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
1575,120970,Jerzy Klempel,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
1576,120973,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
1577,120974,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
1578,120975,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
1579,120976,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
1580,120977,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
1581,120978,Dorota Monika Klencz (-Szymura),F,17.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
